                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.60148,                0.51863,                0.90812,                0.94735,                0.85692,                0.90346,                 0.7685,                0.58472,                0.74877,                0.96967,                0.00101,                0.00101,                0.00101
                    153,                0.51976,                0.47609,                0.85564,                0.94735,                0.85692,                0.90346,                 0.7685,                0.58472,                0.74877,                0.96967,              0.0010034,              0.0010034,              0.0010034
                    154,                0.57482,                0.55196,                0.91653,                0.94677,                0.84733,                0.89058,                0.76934,                 0.6015,                0.70963,                0.96988,              0.0009968,              0.0009968,              0.0009968
                    155,                0.53064,                0.54398,                0.89024,                0.94456,                0.81139,                0.88409,                0.75723,                0.61277,                0.69433,                0.96646,              0.0009902,              0.0009902,              0.0009902
                    156,                0.55801,                0.49991,                0.90187,                0.94416,                0.80543,                0.88568,                0.77116,                 0.6191,                0.70035,                0.96864,              0.0009836,              0.0009836,              0.0009836
                    157,                 0.5037,                0.44616,                0.85495,                0.94416,                0.80543,                0.88568,                0.77116,                 0.6191,                0.70035,                0.96864,               0.000977,               0.000977,               0.000977
                    158,                0.50337,                0.48295,                0.86931,                0.94433,                 0.8079,                0.88681,                0.77153,                0.61352,                0.70887,                0.96542,              0.0009704,              0.0009704,              0.0009704
                    159,                0.48047,                0.43974,                0.85782,                0.94431,                0.80754,                0.88031,                0.75683,                0.61037,                0.71965,                0.96083,              0.0009638,              0.0009638,              0.0009638
                    160,                0.54689,                0.49342,                0.87305,                0.94392,                0.80193,                0.87865,                0.74956,                0.66062,                0.80362,                0.97285,              0.0009572,              0.0009572,              0.0009572
                    161,                0.58543,                0.51654,                0.91144,                0.94392,                0.80193,                0.87865,                0.74956,                0.66062,                0.80362,                0.97285,              0.0009506,              0.0009506,              0.0009506
                    162,                0.41535,                0.45621,                0.82639,                0.99276,                 0.7619,                0.85954,                0.74729,                0.67378,                0.85729,                0.98469,               0.000944,               0.000944,               0.000944
                    163,                 0.4961,                   0.49,                 0.8709,                 0.9952,                 0.7619,                0.85141,                0.74843,                0.66957,                0.85156,                 0.9939,              0.0009374,              0.0009374,              0.0009374
                    164,                0.48138,                0.49961,                0.89837,                      1,                0.80526,                0.85304,                0.75422,                0.64522,                0.80312,                 1.0041,              0.0009308,              0.0009308,              0.0009308
                    165,                0.49485,                0.46722,                0.88846,                      1,                0.80526,                0.85304,                0.75422,                0.64522,                0.80312,                 1.0041,              0.0009242,              0.0009242,              0.0009242
                    166,                0.45991,                0.44037,                0.87991,                      1,                0.80418,                 0.8556,                0.77818,                0.63999,                0.77915,                 1.0137,              0.0009176,              0.0009176,              0.0009176
                    167,                0.47653,                0.45784,                0.85233,                      1,                0.80656,                0.85756,                0.78687,                0.64104,                0.75268,                 1.0104,               0.000911,               0.000911,               0.000911
                    168,                0.48829,                0.46738,                0.85977,                      1,                0.80594,                0.85076,                0.74283,                 0.6696,                0.74624,                 1.0135,              0.0009044,              0.0009044,              0.0009044
                    169,                0.49336,                0.47704,                0.86009,                      1,                0.80594,                0.85076,                0.74283,                 0.6696,                0.74624,                 1.0135,              0.0008978,              0.0008978,              0.0008978
                    170,                0.51734,                0.47877,                0.92121,                      1,                0.80635,                0.84848,                0.72372,                0.69153,                0.72491,                 1.0106,              0.0008912,              0.0008912,              0.0008912
                    171,                0.52426,                0.44673,                0.87257,                      1,                0.80649,                0.84851,                0.71628,                0.68734,                 0.7222,                 1.0081,              0.0008846,              0.0008846,              0.0008846
                    172,                0.53963,                0.47468,                0.87071,                      1,                 0.8065,                0.85054,                0.72923,                0.65849,                0.71153,                 1.0048,               0.000878,               0.000878,               0.000878
                    173,                0.46378,                0.42982,                0.85214,                      1,                 0.8065,                0.85054,                0.72923,                0.65849,                0.71153,                 1.0048,              0.0008714,              0.0008714,              0.0008714
                    174,                0.48138,                0.46342,                0.87872,                      1,                0.80599,                0.86052,                0.74752,                0.64699,                0.72137,                 1.0093,              0.0008648,              0.0008648,              0.0008648
                    175,                0.60088,                0.51167,                 0.9858,                      1,                0.80569,                0.86118,                0.76145,                0.62509,                0.69811,                 1.0228,              0.0008582,              0.0008582,              0.0008582
                    176,                0.48172,                0.44006,                0.88412,                      1,                0.80531,                0.86226,                0.74443,                0.60569,                0.66958,                 1.0039,              0.0008516,              0.0008516,              0.0008516
                    177,                0.51305,                0.47148,                0.87645,                      1,                0.80531,                0.86226,                0.74443,                0.60569,                0.66958,                 1.0039,               0.000845,               0.000845,               0.000845
                    178,                0.47812,                0.43454,                0.86605,                0.93117,                0.80952,                0.86455,                0.75865,                0.62354,                0.68527,                0.99543,              0.0008384,              0.0008384,              0.0008384
                    179,                0.50125,                 0.4325,                0.86004,                 0.9444,                 0.8089,                0.89289,                 0.7695,                0.64379,                0.69096,                0.99879,              0.0008318,              0.0008318,              0.0008318
                    180,                 0.4779,                0.46229,                0.83862,                0.94444,                0.80949,                0.89493,                0.76001,                0.64384,                0.70547,                0.99721,              0.0008252,              0.0008252,              0.0008252
                    181,                0.42506,                0.39821,                0.84601,                0.94444,                0.80949,                0.89493,                0.76001,                0.64384,                0.70547,                0.99721,              0.0008186,              0.0008186,              0.0008186
                    182,                0.49379,                0.49398,                0.86999,                0.94438,                 0.8086,                0.89724,                0.76579,                0.64712,                0.70923,                 0.9997,               0.000812,               0.000812,               0.000812
                    183,                0.44365,                 0.4197,                0.88594,                 0.8986,                0.84444,                0.88775,                 0.7459,                0.66536,                0.74401,                 1.0123,              0.0008054,              0.0008054,              0.0008054
                    184,                0.44907,                0.48313,                0.87954,                0.93178,                0.85714,                0.89028,                0.75245,                0.65093,                0.74096,                 1.0096,              0.0007988,              0.0007988,              0.0007988
                    185,                0.39842,                0.40577,                 0.8163,                0.93178,                0.85714,                0.89028,                0.75245,                0.65093,                0.74096,                 1.0096,              0.0007922,              0.0007922,              0.0007922
                    186,                0.43335,                0.40607,                0.86439,                0.95539,                0.85714,                0.88983,                0.75634,                0.63033,                0.73077,                 1.0028,              0.0007856,              0.0007856,              0.0007856
                    187,                0.43465,                0.42516,                0.84176,                      1,                0.85386,                0.88714,                  0.757,                0.59635,                0.70508,                0.97924,               0.000779,               0.000779,               0.000779
                    188,                0.43773,                0.43263,                0.85052,                0.94269,                0.85714,                0.88212,                0.76648,                0.57403,                0.67254,                0.96613,              0.0007724,              0.0007724,              0.0007724
                    189,                 0.4493,                0.43925,                0.88121,                0.94269,                0.85714,                0.88212,                0.76648,                0.57403,                0.67254,                0.96613,              0.0007658,              0.0007658,              0.0007658
                    190,                0.46025,                0.41335,                0.86827,                0.94736,                0.85693,                0.87852,                0.77298,                0.57348,                0.67985,                0.96187,              0.0007592,              0.0007592,              0.0007592
                    191,                0.47371,                0.43064,                0.85779,                 0.9374,                0.85714,                 0.8796,                0.77995,                 0.5991,                0.69445,                0.96674,              0.0007526,              0.0007526,              0.0007526
                    192,                0.50624,                0.44421,                 0.9094,                0.89307,                0.85714,                0.87599,                 0.7505,                0.63601,                0.70673,                0.97159,               0.000746,               0.000746,               0.000746
                    193,                0.49622,                0.42961,                0.86305,                0.89307,                0.85714,                0.87599,                 0.7505,                0.63601,                0.70673,                0.97159,              0.0007394,              0.0007394,              0.0007394
                    194,                0.46064,                0.41865,                0.88839,                      1,                0.80181,                0.87471,                0.75092,                0.65341,                0.73466,                0.97512,              0.0007328,              0.0007328,              0.0007328
                    195,                0.43463,                0.40957,                0.84479,                      1,                0.79863,                0.87238,                0.75289,                 0.6396,                  0.739,                0.97147,              0.0007262,              0.0007262,              0.0007262
                    196,                0.44907,                0.42388,                0.90802,                0.94717,                0.85388,                0.86253,                0.75749,                0.62851,                0.76651,                0.97347,              0.0007196,              0.0007196,              0.0007196
                    197,                0.40244,                0.40048,                0.84053,                0.94717,                0.85388,                0.86253,                0.75749,                0.62851,                0.76651,                0.97347,               0.000713,               0.000713,               0.000713
                    198,                0.47728,                0.46601,                0.87463,                0.99566,                0.80952,                0.86499,                0.76799,                0.63139,                0.78143,                0.97587,              0.0007064,              0.0007064,              0.0007064
                    199,                0.43543,                0.40095,                0.86443,                0.99581,                0.80952,                0.86003,                0.75305,                0.61659,                0.76348,                0.97295,              0.0006998,              0.0006998,              0.0006998
                    200,                0.50493,                0.44069,                0.86201,                0.99622,                0.80952,                0.89466,                0.75959,                0.61103,                0.71397,                0.97365,              0.0006932,              0.0006932,              0.0006932
                    201,                0.47715,                0.43431,                0.87328,                0.99622,                0.80952,                0.89466,                0.75959,                0.61103,                0.71397,                0.97365,              0.0006866,              0.0006866,              0.0006866
                    202,                 0.4135,                0.39227,                 0.8073,                0.99641,                0.80952,                0.89681,                  0.768,                0.58926,                0.66919,                0.96838,                0.00068,                0.00068,                0.00068
                    203,                0.41405,                0.37394,                0.84825,                0.99645,                0.80952,                0.89337,                0.76089,                0.58618,                 0.6485,                0.96811,              0.0006734,              0.0006734,              0.0006734
                    204,                0.51316,                0.48941,                0.91063,                      1,                 0.8537,                0.88199,                0.77618,                0.57886,                0.64175,                0.97275,              0.0006668,              0.0006668,              0.0006668
                    205,                0.38597,                 0.3621,                 0.8459,                      1,                 0.8537,                0.88199,                0.77618,                0.57886,                0.64175,                0.97275,              0.0006602,              0.0006602,              0.0006602
                    206,                0.45352,                0.40328,                0.83759,                      1,                0.85317,                0.88109,                0.79292,                0.56408,                0.63649,                0.97382,              0.0006536,              0.0006536,              0.0006536
                    207,                0.41772,                0.36717,                  0.817,                      1,                0.80389,                0.88796,                0.78997,                0.54846,                0.64144,                0.97529,               0.000647,               0.000647,               0.000647
                    208,                 0.4202,                0.41647,                0.85007,                      1,                0.80694,                0.87751,                0.79673,                0.52743,                0.63161,                0.96435,              0.0006404,              0.0006404,              0.0006404
                    209,                0.42841,                0.40135,                0.85869,                      1,                0.80694,                0.87751,                0.79673,                0.52743,                0.63161,                0.96435,              0.0006338,              0.0006338,              0.0006338
                    210,                0.43292,                0.39793,                0.83796,                0.99662,                0.80952,                0.88008,                0.79693,                0.51367,                0.61907,                0.95681,              0.0006272,              0.0006272,              0.0006272
                    211,                0.40735,                0.40883,                0.82272,                0.99631,                0.80952,                0.87949,                 0.7978,                0.53253,                0.63123,                0.95406,              0.0006206,              0.0006206,              0.0006206
                    212,                0.40423,                0.37928,                0.85092,                0.99551,                0.80952,                0.88398,                 0.7909,                0.54839,                0.63416,                0.95593,               0.000614,               0.000614,               0.000614
                    213,                0.42095,                 0.4031,                0.86734,                0.99551,                0.80952,                0.88398,                 0.7909,                0.54839,                0.63416,                0.95593,              0.0006074,              0.0006074,              0.0006074
                    214,                0.39494,                0.40374,                0.83581,                0.99563,                0.80952,                0.88908,                0.77506,                0.56867,                 0.6335,                0.96634,              0.0006008,              0.0006008,              0.0006008
                    215,                0.45136,                0.39063,                0.87642,                0.99458,                0.80952,                 0.8909,                0.75529,                0.59484,                0.63365,                0.97348,              0.0005942,              0.0005942,              0.0005942
                    216,                0.42598,                0.39505,                0.87334,                0.99379,                0.80952,                 0.8934,                0.78365,                0.59334,                0.63804,                0.97617,              0.0005876,              0.0005876,              0.0005876
                    217,                0.42711,                0.39321,                 0.8927,                0.99379,                0.80952,                 0.8934,                0.78365,                0.59334,                0.63804,                0.97617,               0.000581,               0.000581,               0.000581
                    218,                0.42377,                 0.3917,                0.84623,                0.93246,                0.85714,                0.89872,                0.77438,                0.60017,                0.65582,                0.98372,              0.0005744,              0.0005744,              0.0005744
                    219,                0.44101,                 0.3977,                0.88018,                      1,                0.85146,                0.90027,                0.78182,                0.59142,                0.67389,                0.98088,              0.0005678,              0.0005678,              0.0005678
                    220,                0.41302,                0.39302,                0.82356,                      1,                0.85379,                0.90603,                0.79577,                0.59362,                0.69213,                 0.9897,              0.0005612,              0.0005612,              0.0005612
                    221,                0.40292,                0.39646,                0.86885,                      1,                0.85379,                0.90603,                0.79577,                0.59362,                0.69213,                 0.9897,              0.0005546,              0.0005546,              0.0005546
                    222,                0.42254,                0.36903,                0.83418,                      1,                0.85202,                 0.9157,                0.80462,                0.58348,                0.68277,                0.99638,               0.000548,               0.000548,               0.000548
                    223,                0.46204,                0.38692,                0.86787,                      1,                0.85065,                0.91905,                0.80684,                0.56175,                 0.6476,                0.99125,              0.0005414,              0.0005414,              0.0005414
                    224,                0.54086,                0.45713,                0.93661,                      1,                0.85204,                 0.9208,                0.82054,                0.56151,                0.63011,                0.99242,              0.0005348,              0.0005348,              0.0005348
                    225,                0.40985,                0.36671,                0.80782,                      1,                0.85204,                 0.9208,                0.82054,                0.56151,                0.63011,                0.99242,              0.0005282,              0.0005282,              0.0005282
                    226,                0.41373,                0.36866,                0.84006,                      1,                 0.8533,                0.92192,                0.81758,                0.58072,                0.62355,                0.99228,              0.0005216,              0.0005216,              0.0005216
                    227,                0.38576,                0.36101,                0.84714,                      1,                0.85419,                0.92274,                0.80111,                0.61652,                0.61807,                0.99145,               0.000515,               0.000515,               0.000515
                    228,                0.47348,                0.39148,                0.85874,                0.99645,                0.85714,                0.92166,                0.79154,                0.63845,                 0.6219,                0.98814,              0.0005084,              0.0005084,              0.0005084
                    229,                0.46266,                0.40853,                0.85847,                0.99645,                0.85714,                0.92166,                0.79154,                0.63845,                 0.6219,                0.98814,              0.0005018,              0.0005018,              0.0005018
                    230,                0.38772,                0.34794,                0.82365,                0.99353,                0.85714,                0.92062,                0.79433,                0.63227,                0.62906,                0.98871,              0.0004952,              0.0004952,              0.0004952
                    231,                0.41166,                0.35265,                0.87395,                 0.9497,                0.89934,                0.92079,                0.80312,                0.61372,                0.62397,                0.99278,              0.0004886,              0.0004886,              0.0004886
                    232,                0.41493,                0.39295,                0.85679,                0.94972,                0.89968,                0.92205,                0.81005,                0.61238,                  0.624,                0.99876,               0.000482,               0.000482,               0.000482
                    233,                0.41846,                0.38067,                0.83451,                0.94972,                0.89968,                0.92205,                0.81005,                0.61238,                  0.624,                0.99876,              0.0004754,              0.0004754,              0.0004754
                    234,                0.41665,                0.35995,                0.84526,                      1,                 0.8559,                0.91054,                0.79573,                0.61808,                0.63182,                 1.0014,              0.0004688,              0.0004688,              0.0004688
                    235,                 0.3538,                0.35367,                 0.8195,                      1,                 0.8523,                0.90922,                0.78915,                0.62265,                0.63583,                0.99618,              0.0004622,              0.0004622,              0.0004622
                    236,                0.41954,                0.37284,                0.87888,                      1,                0.85126,                0.91266,                0.77172,                0.62454,                0.63286,                0.99342,              0.0004556,              0.0004556,              0.0004556
                    237,                0.40459,                0.41994,                0.86926,                      1,                0.85126,                0.91266,                0.77172,                0.62454,                0.63286,                0.99342,               0.000449,               0.000449,               0.000449
                    238,                0.44092,                 0.3802,                0.85246,                      1,                0.84709,                0.91033,                0.76355,                0.62439,                0.63693,                0.98958,              0.0004424,              0.0004424,              0.0004424
                    239,                0.40603,                0.35997,                 0.8609,                      1,                0.85305,                0.90777,                0.76835,                0.61095,                0.64273,                0.97996,              0.0004358,              0.0004358,              0.0004358
                    240,                0.41917,                0.40277,                0.89606,                0.94423,                0.85714,                0.90376,                0.77301,                0.59385,                 0.6648,                0.97064,              0.0004292,              0.0004292,              0.0004292
                    241,                0.41879,                0.34828,                0.83689,                0.94423,                0.85714,                0.90376,                0.77301,                0.59385,                 0.6648,                0.97064,              0.0004226,              0.0004226,              0.0004226
                    242,                0.36406,                0.33878,                0.86139,                0.94416,                0.85714,                0.89608,                0.76887,                 0.5754,                0.67039,                0.95861,               0.000416,               0.000416,               0.000416
                    243,                0.45203,                0.42547,                0.89086,                0.94409,                0.85714,                0.88544,                0.75669,                0.57034,                0.65818,                 0.9577,              0.0004094,              0.0004094,              0.0004094
                    244,                0.39581,                0.37609,                 0.8714,                0.94724,                0.85501,                0.87181,                0.76192,                0.57038,                0.66153,                0.96245,              0.0004028,              0.0004028,              0.0004028
                    245,                0.42637,                0.36066,                0.84681,                0.94724,                0.85501,                0.87181,                0.76192,                0.57038,                0.66153,                0.96245,              0.0003962,              0.0003962,              0.0003962
                    246,                0.38868,                0.34634,                 0.8282,                0.94721,                0.85449,                0.86838,                0.77339,                0.56879,                0.66983,                 0.9624,              0.0003896,              0.0003896,              0.0003896
                    247,                0.40909,                0.38332,                0.86756,                0.99614,                0.85714,                0.87793,                0.78589,                0.56922,                0.67608,                0.95967,               0.000383,               0.000383,               0.000383
                    248,                0.42644,                0.37428,                0.88344,                0.99727,                0.85714,                0.87685,                0.78238,                0.57321,                0.68466,                0.95835,              0.0003764,              0.0003764,              0.0003764
                    249,                0.35023,                0.35408,                 0.8785,                0.99727,                0.85714,                0.87685,                0.78238,                0.57321,                0.68466,                0.95835,              0.0003698,              0.0003698,              0.0003698
                    250,                0.37418,                0.35158,                0.86557,                0.94391,                0.85714,                   0.87,                0.76521,                0.56708,                0.68028,                0.95683,              0.0003632,              0.0003632,              0.0003632
                    251,                0.40779,                0.36348,                0.85964,                0.94237,                0.85714,                0.87362,                0.77797,                 0.5508,                0.66657,                 0.9536,              0.0003566,              0.0003566,              0.0003566
                    252,                0.41404,                0.37792,                0.88223,                0.93565,                0.85714,                0.87618,                0.77855,                0.53983,                0.64938,                0.95349,                0.00035,                0.00035,                0.00035
                    253,                0.36899,                0.35868,                0.81923,                0.93565,                0.85714,                0.87618,                0.77855,                0.53983,                0.64938,                0.95349,              0.0003434,              0.0003434,              0.0003434
                    254,                0.36614,                0.38447,                0.84093,                      1,                0.85324,                0.87709,                0.77925,                0.53653,                0.62842,                0.95912,              0.0003368,              0.0003368,              0.0003368
                    255,                0.39318,                0.37535,                0.85234,                0.99508,                0.85714,                0.87155,                0.78314,                0.53208,                0.63484,                0.96202,              0.0003302,              0.0003302,              0.0003302
                    256,                0.33357,                0.32264,                0.83462,                0.99881,                0.85714,                   0.87,                0.78745,                0.52913,                0.64153,                0.96108,              0.0003236,              0.0003236,              0.0003236
                    257,                 0.3576,                 0.3334,                0.82984,                0.99881,                0.85714,                   0.87,                0.78745,                0.52913,                0.64153,                0.96108,               0.000317,               0.000317,               0.000317
                    258,                0.42369,                0.37624,                0.88467,                      1,                0.85074,                0.86857,                0.79035,                0.54085,                0.65105,                 0.9634,              0.0003104,              0.0003104,              0.0003104
                    259,                0.38283,                0.36504,                0.85704,                      1,                 0.8491,                 0.8651,                0.79177,                0.56171,                0.66828,                0.96737,              0.0003038,              0.0003038,              0.0003038
                    260,                0.37894,                0.35673,                0.87445,                      1,                0.84932,                0.86681,                0.78825,                0.57812,                0.67685,                0.97204,              0.0002972,              0.0002972,              0.0002972
                    261,                0.35537,                0.36219,                0.84793,                      1,                0.84932,                0.86681,                0.78825,                0.57812,                0.67685,                0.97204,              0.0002906,              0.0002906,              0.0002906
                    262,                0.37457,                0.34514,                0.80796,                      1,                0.84877,                0.86681,                0.77997,                0.59377,                0.67793,                0.97232,               0.000284,               0.000284,               0.000284
                    263,                 0.3725,                0.33024,                0.86664,                0.99941,                0.80952,                0.86473,                0.77957,                0.59226,                0.67486,                0.97169,              0.0002774,              0.0002774,              0.0002774
                    264,                0.34893,                0.35295,                 0.8513,                      1,                 0.8495,                 0.8681,                0.77884,                 0.5727,                0.66477,                0.96638,              0.0002708,              0.0002708,              0.0002708
                    265,                0.34023,                0.33305,                0.83622,                      1,                 0.8495,                 0.8681,                0.77884,                 0.5727,                0.66477,                0.96638,              0.0002642,              0.0002642,              0.0002642
                    266,                 0.3597,                0.33462,                0.83423,                      1,                0.85189,                0.86878,                0.80552,                0.55353,                0.65023,                0.96382,              0.0002576,              0.0002576,              0.0002576
                    267,                0.33493,                0.35801,                0.83565,                      1,                0.85385,                 0.8697,                0.80867,                0.53815,                 0.6412,                0.96186,               0.000251,               0.000251,               0.000251
                    268,                0.34472,                0.32222,                0.82093,                      1,                0.85513,                0.86954,                0.81234,                0.53352,                0.63561,                0.96386,              0.0002444,              0.0002444,              0.0002444
                    269,                0.38942,                0.35057,                0.81079,                      1,                0.85513,                0.86954,                0.81234,                0.53352,                0.63561,                0.96386,              0.0002378,              0.0002378,              0.0002378
                    270,                0.39418,                0.36391,                0.86522,                      1,                0.85672,                0.86938,                0.81891,                0.52888,                 0.6302,                0.96466,              0.0002312,              0.0002312,              0.0002312
                    271,                0.38423,                0.36088,                0.84804,                      1,                0.85699,                0.86987,                0.81533,                0.52935,                0.62912,                0.96593,              0.0002246,              0.0002246,              0.0002246
                    272,                 0.3673,                0.36389,                0.86039,                0.99987,                0.85714,                0.86836,                0.80505,                0.54012,                0.62925,                0.96697,               0.000218,               0.000218,               0.000218
                    273,                0.33511,                0.33196,                 0.8154,                0.99987,                0.85714,                0.86836,                0.80505,                0.54012,                0.62925,                0.96697,              0.0002114,              0.0002114,              0.0002114
                    274,                0.38749,                0.36615,                0.85221,                0.99958,                0.85714,                0.86864,                0.80026,                0.55279,                0.63178,                0.96868,              0.0002048,              0.0002048,              0.0002048
                    275,                0.34897,                0.33445,                0.83813,                0.99853,                0.85714,                0.86836,                0.79277,                0.56818,                0.64016,                0.97269,              0.0001982,              0.0001982,              0.0001982
                    276,                0.34989,                0.35729,                0.87481,                 0.9986,                0.85714,                0.86907,                0.79085,                0.58085,                  0.645,                0.97742,              0.0001916,              0.0001916,              0.0001916
                    277,                0.34378,                 0.3377,                0.86185,                 0.9986,                0.85714,                0.86907,                0.79085,                0.58085,                  0.645,                0.97742,               0.000185,               0.000185,               0.000185
                    278,                 0.3405,                 0.3208,                0.83031,                0.99848,                0.85714,                0.86797,                0.78946,                0.58939,                 0.6423,                0.97994,              0.0001784,              0.0001784,              0.0001784
                    279,                0.38671,                0.36137,                0.86623,                0.99724,                0.85714,                0.86784,                0.79055,                0.58609,                0.64013,                  0.979,              0.0001718,              0.0001718,              0.0001718
                    280,                0.33939,                0.32973,                0.82081,                 0.9971,                0.85714,                 0.8676,                0.78123,                0.57924,                0.63838,                0.97885,              0.0001652,              0.0001652,              0.0001652
                    281,                0.36757,                0.33626,                0.85023,                 0.9971,                0.85714,                 0.8676,                0.78123,                0.57924,                0.63838,                0.97885,              0.0001586,              0.0001586,              0.0001586
                    282,                0.33584,                0.34341,                0.84137,                0.99581,                0.85714,                0.86772,                0.78373,                0.56826,                0.63215,                0.97388,               0.000152,               0.000152,               0.000152
                    283,                 0.3271,                0.31495,                0.86509,                0.99483,                0.85714,                0.86714,                0.78651,                0.55842,                0.62672,                0.97431,              0.0001454,              0.0001454,              0.0001454
                    284,                0.36821,                0.35215,                0.87396,                0.99429,                0.85714,                0.86772,                0.78093,                0.55205,                0.62026,                0.97588,              0.0001388,              0.0001388,              0.0001388
                    285,                0.29648,                 0.2941,                0.83379,                0.99429,                0.85714,                0.86772,                0.78093,                0.55205,                0.62026,                0.97588,              0.0001322,              0.0001322,              0.0001322
                    286,                0.33582,                0.30703,                0.87026,                0.99409,                0.85714,                0.86797,                0.78124,                0.54886,                0.61113,                0.97842,              0.0001256,              0.0001256,              0.0001256
                    287,                0.38965,                0.34541,                0.85492,                0.99455,                0.85714,                0.86748,                0.78023,                0.54545,                0.60755,                  0.978,               0.000119,               0.000119,               0.000119
                    288,                0.38432,                0.36292,                0.87483,                0.99525,                0.85714,                 0.8681,                 0.7852,                0.54142,                0.60756,                0.97669,              0.0001124,              0.0001124,              0.0001124
                    289,                0.34099,                0.36038,                0.83721,                0.99525,                0.85714,                 0.8681,                 0.7852,                0.54142,                0.60756,                0.97669,              0.0001058,              0.0001058,              0.0001058
                    290,                0.38245,                0.31969,                0.86501,                0.99517,                0.85714,                0.86823,                0.79764,                0.53799,                0.60893,                0.97483,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.32956,                0.34634,                0.84855,                0.99532,                0.85714,                 0.8681,                0.79588,                0.53104,                0.60706,                0.97037,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.29003,                0.30743,                0.79908,                0.99593,                0.85714,                0.86864,                0.80311,                0.52712,                0.60342,                0.96798,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                0.29025,                0.30865,                0.81473,                0.99593,                0.85714,                0.86864,                0.80311,                0.52712,                0.60342,                0.96798,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.30852,                0.32437,                0.83909,                0.99582,                0.85714,                0.86797,                0.80231,                0.52377,                0.60307,                0.96548,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.30482,                0.32333,                0.82666,                0.99593,                0.85714,                0.86772,                0.80689,                0.52335,                0.59969,                0.96484,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                 0.2933,                0.29884,                0.80312,                      1,                0.84697,                0.87252,                0.80937,                0.52284,                0.60384,                0.96073,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                 0.3079,                0.32102,                0.80818,                      1,                0.84697,                0.87252,                0.80937,                0.52284,                0.60384,                0.96073,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.31819,                0.29656,                0.82146,                      1,                 0.8463,                0.87519,                0.81759,                0.52207,                0.60787,                0.95964,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                0.35412,                0.32506,                0.86618,                      1,                0.84657,                 0.8772,                0.81743,                0.52133,                0.61069,                0.95775,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.34536,                0.32722,                0.84888,                      1,                0.84685,                 0.8776,                0.81911,                0.52442,                0.61811,                0.95782,               3.32e-05,               3.32e-05,               3.32e-05
